CountryCode,Country,SeriesCode,MDG,Series,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,,,
400,Jordan,649,N,Consumption of ozone-depleting CFCs in ODP metric tons,540.0,545.0,531.0,580.0,520.0,535.0,627.4,857.4,647.2,398.0,354.0,321.0,90.0,74.4,58.4,59.6,21.8,24.0,6.0,0.0,0.0,0.0,0.0,0.0, , , 
398,Kazakhstan,649,N,Consumption of ozone-depleting CFCs in ODP metric tons,1214.3,1205.6,,2218.2,,,825.6,668.8,1025.5,730.0,523.9,290.0,112.0,30.4,11.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0, , , 
404,Kenya,649,N,Consumption of ozone-depleting CFCs in ODP metric tons,230.0,105.0,47.0,47.0,273.0,301.0,166.8,250.6,245.3,241.1,203.3,168.6,152.3,168.6,131.7,160.6,57.7,22.7,7.5,0.0,0.0,0.0,0.0,0.0, , , 
296,Kiribati,649,N,Consumption of ozone-depleting CFCs in ODP metric tons,,0.0,,0.8,0.8,0.8,0.7,0.6,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0, , , 
408,"Korea, Democratic People's Republic of",649,N,Consumption of ozone-depleting CFCs in ODP metric tons,,,,,,825.0,267.0,233.0,112.0,106.0,77.0,320.8,299.0,587.4,7.3,91.8,24.5,40.7,33.5,27.2,0.0,0.0,0.0,0.0, , , 
410,"Korea, Republic of",649,N,Consumption of ozone-depleting CFCs in ODP metric tons,,,19605.0,8727.6,10069.6,10039.0,8220.2,9220.2,5298.8,7402.6,7395.4,6802.2,6646.6,5171.6,5012.2,2730.0,3026.2,1209.6,1114.8,1181.3,0.0,0.0,0.0,0.0, , , 
414,Kuwait,649,N,Consumption of ozone-depleting CFCs in ODP metric tons,,,,546.0,600.2,484.6,471.9,484.8,399.2,450.0,419.9,354.2,349.0,247.4,233.0,152.7,106.8,68.0,33.0,28.0,0.0,0.0,0.0,0.0, , , 
417,Kyrgyzstan,649,N,Consumption of ozone-depleting CFCs in ODP metric tons,,117.6,106.2,92.5,84.7,81.5,67.4,69.6,56.8,52.4,53.5,53.0,38.0,33.0,22.9,8.1,5.3,4.2,5.0,2.7,0.0,0.0,0.0,0.0, , , 
418,Lao People's Democratic Republic,649,N,Consumption of ozone-depleting CFCs in ODP metric tons,,,3.6,,,43.3,43.3,43.3,43.3,44.1,44.6,41.2,42.3,35.3,23.1,19.5,17.8,6.4,2.0,0.9,0.0,0.0,0.0,0.0, , , 
428,Latvia,649,N,Consumption of ozone-depleting CFCs in ODP metric tons,,,,,,664.8,307.0,23.0,25.3,21.6,35.2,0.0,0.0,0.0,,,,,,,,,,, , , 
422,Lebanon,649,N,Consumption of ozone-depleting CFCs in ODP metric tons,,,,908.0,725.7,819.8,735.3,621.3,475.3,463.4,527.9,533.4,491.7,480.2,347.0,287.3,224.4,74.5,33.8,0.0,0.0,0.0,0.0,0.0, , , 
