CountryCode,Country,SeriesCode,MDG,Series,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,,,
320,Guatemala,710,Y,"Slum population as percentage of urban, percentage",58.6, , , , ,53.3, , , , ,48.1, , , , ,42.9, ,40.8, ,38.7, , , , , , , 
324,Guinea,710,Y,"Slum population as percentage of urban, percentage",80.4, , , , ,68.8, , , , ,57.3, , , , ,45.7, ,45.7, ,, , , , , , , 
624,Guinea-Bissau,710,Y,"Slum population as percentage of urban, percentage",, , , , ,, , , , ,, , , , ,83.1, ,, ,, , , , , , , 
328,Guyana,710,Y,"Slum population as percentage of urban, percentage",, , , , ,, , , , ,, , , , ,33.7, ,33.5, ,33.2, , , , , , , 
332,Haiti,710,Y,"Slum population as percentage of urban, percentage",93.4, , , , ,93.4, , , , ,93.4, , , , ,70.1, ,70.1, ,70.1, , , , , , , 
340,Honduras,710,Y,"Slum population as percentage of urban, percentage",, , , , ,, , , , ,, , , , ,34.9, ,, ,, , , , , , , 
348,Hungary,710,Y,"Slum population as percentage of urban, percentage", , , , , , , , , , , , , , , , , , , , , , , , , , , 
352,Iceland,710,Y,"Slum population as percentage of urban, percentage", , , , , , , , , , , , , , , , , , , , , , , , , , , 
356,India,710,Y,"Slum population as percentage of urban, percentage",54.9, , , , ,48.2, , , , ,41.5, , , , ,34.8, ,32.1, ,29.4, , , , , , , 
360,Indonesia,710,Y,"Slum population as percentage of urban, percentage",50.8, , , , ,42.6, , , , ,34.4, , , , ,26.3, ,23.0, ,23.0, , , , , , , 
364,Iran (Islamic Republic of),710,Y,"Slum population as percentage of urban, percentage", , , , , , , , , , , , , , , , , , , , , , , , , , , 
368,Iraq,710,Y,"Slum population as percentage of urban, percentage",16.9, , , , ,16.9, , , , ,16.9, , , , ,52.8, ,52.8, ,52.8, , , , , , , 
372,Ireland,710,Y,"Slum population as percentage of urban, percentage", , , , , , , , , , , , , , , , , , , , , , , , , , , 
376,Israel,710,Y,"Slum population as percentage of urban, percentage", , , , , , , , , , , , , , , , , , , , , , , , , , , 
380,Italy,710,Y,"Slum population as percentage of urban, percentage", , , , , , , , , , , , , , , , , , , , , , , , , , , 
388,Jamaica,710,Y,"Slum population as percentage of urban, percentage",, , , , ,, , , , ,, , , , ,60.5, ,, ,, , , , , , , 
392,Japan,710,Y,"Slum population as percentage of urban, percentage", , , , , , , , , , , , , , , , , , , , , , , , , , , 
400,Jordan,710,Y,"Slum population as percentage of urban, percentage",, , , , ,, , , , ,, , , , ,15.8, ,17.7, ,19.6, , , , , , , 
398,Kazakhstan,710,Y,"Slum population as percentage of urban, percentage", , , , , , , , , , , , , , , , , , , , , , , , , , , 
404,Kenya,710,Y,"Slum population as percentage of urban, percentage",54.9, , , , ,54.8, , , , ,54.8, , , , ,54.8, ,54.8, ,54.7, , , , , , , 
296,Kiribati,710,Y,"Slum population as percentage of urban, percentage", , , , , , , , , , , , , , , , , , , , , , , , , , , 
408,"Korea, Democratic People's Republic of",710,Y,"Slum population as percentage of urban, percentage", , , , , , , , , , , , , , , , , , , , , , , , , , , 
410,"Korea, Republic of",710,Y,"Slum population as percentage of urban, percentage", , , , , , , , , , , , , , , , , , , , , , , , , , , 
414,Kuwait,710,Y,"Slum population as percentage of urban, percentage", , , , , , , , , , , , , , , , , , , , , , , , , , , 
417,Kyrgyzstan,710,Y,"Slum population as percentage of urban, percentage", , , , , , , , , , , , , , , , , , , , , , , , , , , 
418,Lao People's Democratic Republic,710,Y,"Slum population as percentage of urban, percentage",, , , , ,, , , , ,, , , , ,79.3, ,, ,, , , , , , , 
428,Latvia,710,Y,"Slum population as percentage of urban, percentage", , , , , , , , , , , , , , , , , , , , , , , , , , , 
422,Lebanon,710,Y,"Slum population as percentage of urban, percentage",, , , , ,, , , , ,, , , , ,53.1, ,, ,, , , , , , , 
426,Lesotho,710,Y,"Slum population as percentage of urban, percentage",, , , , ,, , , , ,, , , , ,35.1, ,44.4, ,53.7, , , , , , , 
430,Liberia,710,Y,"Slum population as percentage of urban, percentage",, , , , ,, , , , ,, , , , ,, ,, ,68.3, , , , , , , 
434,Libyan Arab Jamahiriya,710,Y,"Slum population as percentage of urban, percentage", , , , , , , , , , , , , , , , , , , , , , , , , , , 
438,Liechtenstein,710,Y,"Slum population as percentage of urban, percentage", , , , , , , , , , , , , , , , , , , , , , , , , , , 
440,Lithuania,710,Y,"Slum population as percentage of urban, percentage", , , , , , , , , , , , , , , , , , , , , , , , , , , 
442,Luxembourg,710,Y,"Slum population as percentage of urban, percentage", , , , , , , , , , , , , , , , , , , , , , , , , , , 
450,Madagascar,710,Y,"Slum population as percentage of urban, percentage",93.0, , , , ,88.6, , , , ,84.1, , , , ,80.6, ,78.0, ,76.2, , , , , , , 
454,Malawi,710,Y,"Slum population as percentage of urban, percentage",66.4, , , , ,66.4, , , , ,66.4, , , , ,66.4, ,67.7, ,68.9, , , , , , , 
458,Malaysia,710,Y,"Slum population as percentage of urban, percentage", , , , , , , , , , , , , , , , , , , , , , , , , , , 
462,Maldives,710,Y,"Slum population as percentage of urban, percentage", , , , , , , , , , , , , , , , , , , , , , , , , , , 
466,Mali,710,Y,"Slum population as percentage of urban, percentage",94.2, , , , ,84.8, , , , ,75.4, , , , ,65.9, ,65.9, ,65.9, , , , , , , 
470,Malta,710,Y,"Slum population as percentage of urban, percentage", , , , , , , , , , , , , , , , , , , , , , , , , , , 
584,Marshall Islands,710,Y,"Slum population as percentage of urban, percentage", , , , , , , , , , , , , , , , , , , , , , , , , , , 
474,Martinique,710,Y,"Slum population as percentage of urban, percentage", , , , , , , , , , , , , , , , , , , , , , , , , , , 
478,Mauritania,710,Y,"Slum population as percentage of urban, percentage",, , , , ,, , , , ,, , , , ,, ,, ,, , , , , , , 
480,Mauritius,710,Y,"Slum population as percentage of urban, percentage", , , , , , , , , , , , , , , , , , , , , , , , , , , 
175,Mayotte,710,Y,"Slum population as percentage of urban, percentage", , , , , , , , , , , , , , , , , , , , , , , , , , , 
484,Mexico,710,Y,"Slum population as percentage of urban, percentage",23.1, , , , ,21.5, , , , ,19.9, , , , ,14.4, ,14.4, ,, , , , , , , 
583,"Micronesia, Federated States of",710,Y,"Slum population as percentage of urban, percentage", , , , , , , , , , , , , , , , , , , , , , , , , , , 
492,Monaco,710,Y,"Slum population as percentage of urban, percentage", , , , , , , , , , , , , , , , , , , , , , , , , , , 
496,Mongolia,710,Y,"Slum population as percentage of urban, percentage",68.5, , , , ,66.7, , , , ,64.9, , , , ,57.9, ,57.9, ,, , , , , , , 
499,Montenegro,710,Y,"Slum population as percentage of urban, percentage", , , , , , , , , , , , , , , , , , , , , , , , , , , 
500,Montserrat,710,Y,"Slum population as percentage of urban, percentage", , , , , , , , , , , , , , , , , , , , , , , , , , , 
504,Morocco,710,Y,"Slum population as percentage of urban, percentage",37.4, , , , ,35.2, , , , ,24.2, , , , ,13.1, ,13.1, ,13.1, , , , , , , 
508,Mozambique,710,Y,"Slum population as percentage of urban, percentage",75.6, , , , ,76.9, , , , ,78.2, , , , ,79.5, ,80.0, ,80.5, , , , , , , 
104,Myanmar,710,Y,"Slum population as percentage of urban, percentage",, , , , ,, , , , ,, , , , ,45.6, ,, ,, , , , , , , 
516,Namibia,710,Y,"Slum population as percentage of urban, percentage",34.4, , , , ,34.1, , , , ,33.9, , , , ,33.9, ,33.6, ,33.5, , , , , , , 
520,Nauru,710,Y,"Slum population as percentage of urban, percentage", , , , , , , , , , , , , , , , , , , , , , , , , , , 
524,Nepal,710,Y,"Slum population as percentage of urban, percentage",70.6, , , , ,67.3, , , , ,64.0, , , , ,60.7, ,59.4, ,58.1, , , , , , , 
528,Netherlands,710,Y,"Slum population as percentage of urban, percentage", , , , , , , , , , , , , , , , , , , , , , , , , , , 
530,Netherlands Antilles,710,Y,"Slum population as percentage of urban, percentage", , , , , , , , , , , , , , , , , , , , , , , , , , , 
540,New Caledonia,710,Y,"Slum population as percentage of urban, percentage", , , , , , , , , , , , , , , , , , , , , , , , , , , 
554,New Zealand,710,Y,"Slum population as percentage of urban, percentage", , , , , , , , , , , , , , , , , , , , , , , , , , , 
558,Nicaragua,710,Y,"Slum population as percentage of urban, percentage",89.1, , , , ,74.5, , , , ,60.0, , , , ,45.5, ,45.5, ,, , , , , , , 
562,Niger,710,Y,"Slum population as percentage of urban, percentage",83.6, , , , ,83.1, , , , ,82.6, , , , ,82.1, ,81.9, ,81.7, , , , , , , 
566,Nigeria,710,Y,"Slum population as percentage of urban, percentage",77.3, , , , ,73.5, , , , ,69.6, , , , ,65.8, ,64.2, ,62.7, , , , , , , 
570,Niue,710,Y,"Slum population as percentage of urban, percentage", , , , , , , , , , , , , , , , , , , , , , , , , , , 
580,Northern Mariana Islands,710,Y,"Slum population as percentage of urban, percentage", , , , , , , , , , , , , , , , , , , , , , , , , , , 
578,Norway,710,Y,"Slum population as percentage of urban, percentage", , , , , , , , , , , , , , , , , , , , , , , , , , , 
512,Oman,710,Y,"Slum population as percentage of urban, percentage", , , , , , , , , , , , , , , , , , , , , , , , , , , 
586,Pakistan,710,Y,"Slum population as percentage of urban, percentage",51.0, , , , ,49.8, , , , ,48.7, , , , ,47.5, ,47.0, ,46.6, , , , , , , 
585,Palau,710,Y,"Slum population as percentage of urban, percentage", , , , , , , , , , , , , , , , , , , , , , , , , , , 
591,Panama,710,Y,"Slum population as percentage of urban, percentage",, , , , ,, , , , ,, , , , ,23.0, ,, ,, , , , , , , 
598,Papua New Guinea,710,Y,"Slum population as percentage of urban, percentage", , , , , , , , , , , , , , , , , , , , , , , , , , , 
600,Paraguay,710,Y,"Slum population as percentage of urban, percentage",, , , , ,, , , , ,, , , , ,17.6, ,, ,, , , , , , , 
604,Peru,710,Y,"Slum population as percentage of urban, percentage",66.4, , , , ,56.3, , , , ,46.2, , , , ,36.1, ,36.1, ,, , , , , , , 
608,Philippines,710,Y,"Slum population as percentage of urban, percentage",54.3, , , , ,50.8, , , , ,47.2, , , , ,43.7, ,42.3, ,40.9, , , , , , , 
616,Poland,710,Y,"Slum population as percentage of urban, percentage", , , , , , , , , , , , , , , , , , , , , , , , , , , 
620,Portugal,710,Y,"Slum population as percentage of urban, percentage", , , , , , , , , , , , , , , , , , , , , , , , , , , 
630,Puerto Rico,710,Y,"Slum population as percentage of urban, percentage", , , , , , , , , , , , , , , , , , , , , , , , , , , 
634,Qatar,710,Y,"Slum population as percentage of urban, percentage", , , , , , , , , , , , , , , , , , , , , , , , , , , 
498,Republic of Moldova,710,Y,"Slum population as percentage of urban, percentage", , , , , , , , , , , , , , , , , , , , , , , , , , , 
638,Reunion,710,Y,"Slum population as percentage of urban, percentage", , , , , , , , , , , , , , , , , , , , , , , , , , , 
642,Romania,710,Y,"Slum population as percentage of urban, percentage", , , , , , , , , , , , , , , , , , , , , , , , , , , 
643,Russian Federation,710,Y,"Slum population as percentage of urban, percentage", , , , , , , , , , , , , , , , , , , , , , , , , , , 
646,Rwanda,710,Y,"Slum population as percentage of urban, percentage",96.0, , , , ,87.9, , , , ,79.7, , , , ,71.6, ,68.3, ,65.1, , , , , , , 
654,Saint Helena,710,Y,"Slum population as percentage of urban, percentage", , , , , , , , , , , , , , , , , , , , , , , , , , , 
659,Saint Kitts and Nevis,710,Y,"Slum population as percentage of urban, percentage", , , , , , , , , , , , , , , , , , , , , , , , , , , 
662,Saint Lucia,710,Y,"Slum population as percentage of urban, percentage",, , , , ,, , , , ,, , , , ,11.9, ,, ,, , , , , , , 
666,Saint Pierre and Miquelon,710,Y,"Slum population as percentage of urban, percentage", , , , , , , , , , , , , , , , , , , , , , , , , , , 
670,Saint Vincent and the Grenadines,710,Y,"Slum population as percentage of urban, percentage", , , , , , , , , , , , , , , , , , , , , , , , , , , 
882,Samoa,710,Y,"Slum population as percentage of urban, percentage", , , , , , , , , , , , , , , , , , , , , , , , , , , 
674,San Marino,710,Y,"Slum population as percentage of urban, percentage", , , , , , , , , , , , , , , , , , , , , , , , , , , 
678,Sao Tome and Principe,710,Y,"Slum population as percentage of urban, percentage",, , , , ,, , , , ,, , , , ,, ,, ,, , , , , , , 
682,Saudi Arabia,710,Y,"Slum population as percentage of urban, percentage",, , , , ,, , , , ,, , , , ,18.0, ,, ,, , , , , , , 
686,Senegal,710,Y,"Slum population as percentage of urban, percentage",70.6, , , , ,59.8, , , , ,48.9, , , , ,43.3, ,41.1, ,38.8, , , , , , , 
688,Serbia,710,Y,"Slum population as percentage of urban, percentage", , , , , , , , , , , , , , , , , , , , , , , , , , , 
891,Serbia and Montenegro,710,Y,"Slum population as percentage of urban, percentage", , , , , , , , , , , , , , , , , , , , , , , , , , , 
690,Seychelles,710,Y,"Slum population as percentage of urban, percentage", , , , , , , , , , , , , , , , , , , , , , , , , , , 
694,Sierra Leone,710,Y,"Slum population as percentage of urban, percentage",, , , , ,, , , , ,, , , , ,97.0, ,, ,, , , , , , , 
702,Singapore,710,Y,"Slum population as percentage of urban, percentage", , , , , , , , , , , , , , , , , , , , , , , , , , , 
703,Slovakia,710,Y,"Slum population as percentage of urban, percentage", , , , , , , , , , , , , , , , , , , , , , , , , , , 
705,Slovenia,710,Y,"Slum population as percentage of urban, percentage", , , , , , , , , , , , , , , , , , , , , , , , , , , 
90,Solomon Islands,710,Y,"Slum population as percentage of urban, percentage", , , , , , , , , , , , , , , , , , , , , , , , , , , 
706,Somalia,710,Y,"Slum population as percentage of urban, percentage",, , , , ,, , , , ,, , , , ,73.5, ,73.6, ,73.6, , , , , , , 
710,South Africa,710,Y,"Slum population as percentage of urban, percentage",46.2, , , , ,39.7, , , , ,33.2, , , , ,28.7, ,23.0, ,23.0, , , , , , , 
728,South Sudan,710,Y,"Slum population as percentage of urban, percentage",, , , , ,, , , , ,, , , , ,, ,, ,, , , , , , , 
724,Spain,710,Y,"Slum population as percentage of urban, percentage", , , , , , , , , , , , , , , , , , , , , , , , , , , 
144,Sri Lanka,710,Y,"Slum population as percentage of urban, percentage", , , , , , , , , , , , , , , , , , , , , , , , , , , 
275,State of Palestine,710,Y,"Slum population as percentage of urban, percentage", , , , , , , , , , , , , , , , , , , , , , , , , , , 
729,Sudan,710,Y,"Slum population as percentage of urban, percentage",, , , , ,, , , , ,, , , , ,, ,, ,, , , , , , , 
736,Sudan (former),710,Y,"Slum population as percentage of urban, percentage", , , , , , , , , , , , , , , , , , , , , , , , , , , 
740,Suriname,710,Y,"Slum population as percentage of urban, percentage",, , , , ,, , , , ,, , , , ,3.9, ,, ,, , , , , , , 
748,Swaziland,710,Y,"Slum population as percentage of urban, percentage",, , , , ,, , , , ,, , , , ,, ,, ,, , , , , , , 
752,Sweden,710,Y,"Slum population as percentage of urban, percentage", , , , , , , , , , , , , , , , , , , , , , , , , , , 
756,Switzerland,710,Y,"Slum population as percentage of urban, percentage", , , , , , , , , , , , , , , , , , , , , , , , , , , 
760,Syrian Arab Republic,710,Y,"Slum population as percentage of urban, percentage",, , , , ,, , , , ,, , , , ,10.5, ,22.5, ,, , , , , , , 
762,Tajikistan,710,Y,"Slum population as percentage of urban, percentage", , , , , , , , , , , , , , , , , , , , , , , , , , , 
764,Thailand,710,Y,"Slum population as percentage of urban, percentage",, , , , ,, , , , ,, , , , ,26.0, ,26.5, ,27.0, , , , , , , 
807,The former Yugoslav Republic of Macedonia,710,Y,"Slum population as percentage of urban, percentage", , , , , , , , , , , , , , , , , , , , , , , , , , , 
626,Timor-Leste,710,Y,"Slum population as percentage of urban, percentage", , , , , , , , , , , , , , , , , , , , , , , , , , , 
768,Togo,710,Y,"Slum population as percentage of urban, percentage",, , , , ,, , , , ,, , , , ,62.1, ,, ,, , , , , , , 
772,Tokelau,710,Y,"Slum population as percentage of urban, percentage", , , , , , , , , , , , , , , , , , , , , , , , , , , 
776,Tonga,710,Y,"Slum population as percentage of urban, percentage", , , , , , , , , , , , , , , , , , , , , , , , , , , 
