CountryCode,Country,SeriesCode,MDG,Series,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,,,
624,Guinea-Bissau,753,Y,Consumption of all Ozone-Depleting Substances in ODP metric tons,22.2,23.0,23.4,23.9,24.4,25.7,26.3,26.8,27.1,26.0,26.0,26.9,27.2,31.4,27.2,14.6,15.2,5.2,3.9,6.7,2.9,2.9,2.7,2.3, , , 
328,Guyana,753,Y,Consumption of all Ozone-Depleting Substances in ODP metric tons,19.3,17.7,23.0,59.8,42.6,94.1,44.4,29.3,30.9,42.6,26.4,21.2,15.6,11.6,12.9,26.0,9.2,0.6,1.7,1.1,2.4,2.4,1.4,1.0, , , 
332,Haiti,753,Y,Consumption of all Ozone-Depleting Substances in ODP metric tons,,0.0,,,,170.5,170.5,170.5,0.2,0.2,185.7,185.7,197.7,121.0,140.6,85.5,54.8,9.4,3.7,3.9,3.4,4.2,5.2,2.0, , , 
340,Honduras,753,Y,Consumption of all Ozone-Depleting Substances in ODP metric tons,,0.0,,,114.8,369.2,779.5,620.7,430.8,634.8,556.3,639.3,555.7,591.5,519.5,448.2,391.5,305.1,216.2,153.9,161.6,109.4,80.9,18.9, , , 
348,Hungary,753,Y,Consumption of all Ozone-Depleting Substances in ODP metric tons,7624.8,4156.3,2467.5,1919.2,988.2,684.7,98.8,117.5,122.1,113.7,97.3,96.4,47.3,34.2, , , , , , , , , , , , , 
352,Iceland,753,Y,Consumption of all Ozone-Depleting Substances in ODP metric tons,172.4,126.3,88.5,69.2,38.6,7.6,7.5,8.9,7.0,6.6,6.7,7.1,2.6,2.7,2.0,1.7,2.4,2.2,2.2,1.8,0.0,0.0,0.0,0.0, , , 
356,India,753,Y,Consumption of all Ozone-Depleting Substances in ODP metric tons,0.0,0.0,11041.2,16312.2,16066.1,10286.9,16668.5,15165.1,12253.6,21454.6,18695.6,14369.8,15026.9,13819.8,10149.8,4326.3,5280.3,2971.0,2904.9,977.0,1933.7,1484.6,1638.5,956.1, , , 
360,Indonesia,753,Y,Consumption of all Ozone-Depleting Substances in ODP metric tons,,80.8,6693.3,5686.3,8027.1,9199.6,9476.0,7965.8,6330.5,5921.2,5451.2,5229.5,5787.4,5119.8,4256.7,2725.7,553.7,500.1,299.9,374.8,433.0,337.5,329.4,310.5, , , 
364,Iran (Islamic Republic of),753,Y,Consumption of all Ozone-Depleting Substances in ODP metric tons,1393.9,6865.0,7195.3,8069.0,6866.2,4691.7,3773.5,9831.9,8924.6,5926.8,5693.3,5804.4,8572.9,6753.6,6188.6,2448.6,1143.8,745.6,508.6,466.3,421.3,377.6,376.8,357.8, , , 
368,Iraq,753,Y,Consumption of all Ozone-Depleting Substances in ODP metric tons,,12.6,,,,1618.3,1583.3,1573.4,25.9,27.1,26.4,,,,,,1580.6,1836.3,1752.4,593.1,105.8,110.4,112.2,101.8, , , 
372,Ireland,753,Y,Consumption of all Ozone-Depleting Substances in ODP metric tons,,,,,,,,,,,,, , , , , , , , , , , , , , , 
376,Israel,753,Y,Consumption of all Ozone-Depleting Substances in ODP metric tons,0.0,2148.0,6735.2,5670.0,1431.3,1103.7,-838.6,2136.2,2258.8,1652.8,1696.5,1147.7,1241.3,710.6,742.4,556.7,585.0,503.3,475.4,745.0,91.1,-474.6,715.8,94.5, , , 
380,Italy,753,Y,Consumption of all Ozone-Depleting Substances in ODP metric tons,,,,,,,,,,,,, , , , , , , , , , , , , , , 
388,Jamaica,753,Y,Consumption of all Ozone-Depleting Substances in ODP metric tons,431.0,371.7,482.5,103.3,82.4,93.4,100.4,113.8,221.9,226.4,69.5,61.4,39.2,23.1,23.3,6.2,2.5,2.9,8.5,19.5,15.7,5.7,7.4,3.6, , , 
392,Japan,753,Y,Consumption of all Ozone-Depleting Substances in ODP metric tons,120074.2,171588.0,101018.2,73740.1,23477.5,36103.6,5944.2,7364.5,6883.3,6867.0,5989.2,5261.1,2466.8,3559.5,1959.4,1067.9,1051.9,1030.0,1050.0,699.5,225.4,262.8,80.8,39.6, , , 
400,Jordan,753,Y,Consumption of all Ozone-Depleting Substances in ODP metric tons,798.6,839.7,779.3,856.6,978.7,959.1,1036.6,1239.2,1110.5,809.9,746.7,607.7,267.0,228.6,196.9,201.2,150.3,119.5,92.4,97.7,114.2,120.5,143.2,63.0, , , 
398,Kazakhstan,753,Y,Consumption of all Ozone-Depleting Substances in ODP metric tons,2355.9,2285.2,,3279.2,,,1739.6,1541.6,1970.5,829.6,597.9,346.2,146.9,64.0,45.5,40.0,79.9,120.9,128.8,130.2,110.0,96.8,22.8,104.6, , , 
404,Kenya,753,Y,Consumption of all Ozone-Depleting Substances in ODP metric tons,452.3,442.9,350.4,352.1,563.5,562.0,410.6,573.0,566.9,387.9,381.4,343.4,322.0,268.4,200.0,267.5,134.8,88.8,75.7,58.3,56.2,52.6,42.4,29.1, , , 
296,Kiribati,753,Y,Consumption of all Ozone-Depleting Substances in ODP metric tons,,0.0,,0.8,0.8,0.8,0.8,0.7,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.2,0.0,0.1,0.0,0.0,0.0, , , 
408,"Korea, Democratic People's Republic of",753,Y,Consumption of all Ozone-Depleting Substances in ODP metric tons,,192.0,,,,1329.0,1509.0,1552.0,1545.5,1501.0,1127.1,2405.7,2326.3,2172.6,2206.2,283.2,24.5,138.2,91.2,89.0,94.1,90.0,89.0,90.6, , , 
410,"Korea, Republic of",753,Y,Consumption of all Ozone-Depleting Substances in ODP metric tons,,0.0,42426.2,26054.8,26223.8,15083.1,13888.2,15258.7,8765.3,11577.3,13746.1,10382.3,11745.9,9447.0,7472.3,5337.0,6464.1,4557.2,4052.4,4272.3,2113.9,2119.3,2088.2,1893.1, , , 
414,Kuwait,753,Y,Consumption of all Ozone-Depleting Substances in ODP metric tons,,0.0,,576.0,694.0,615.9,614.7,615.3,546.5,596.4,595.1,518.7,515.7,450.6,485.8,373.9,393.1,427.9,408.5,426.1,439.1,397.8,420.2,414.7, , , 
417,Kyrgyzstan,753,Y,Consumption of all Ozone-Depleting Substances in ODP metric tons,,133.5,122.1,108.5,100.6,97.4,85.4,89.5,70.7,67.9,53.8,67.0,50.2,47.3,36.5,16.4,8.8,5.8,12.4,7.7,4.3,3.0,2.9,4.0, , , 
418,Lao People's Democratic Republic,753,Y,Consumption of all Ozone-Depleting Substances in ODP metric tons,0.0,0.0,4.0,0.0,0.0,43.3,43.3,43.3,43.9,44.7,45.2,42.0,42.9,35.9,23.1,21.3,19.4,8.0,3.6,3.0,2.5,2.7,2.8,1.6, , , 
